	User	Histories	Behaviors
7093	U7093	B174404 B167430	B67265-0 B105005-0 B109751-0 B124136-0 B30224-0 B101849-0 B56517-0 B119038-0 B156215-0 B75864-0 B44383-0 B175656-0 B162022-0 B86642-0 B193505-0 B103994-0 B114860-0 B199467-0 B264-0 B155671-0
7094	U7094	B32706 B40483 B67583	B118786-0 B125296-0 B95720-0 B127289-0 B7146-0 B70281-0 B202658-0 B203219-0 B152249-0 B164956-0 B129381-0 B85703-0 B150416-0 B178337-0 B24577-0 B61886-0 B109319-0 B21388-0 B28078-0 B74703-0
7095	U7095	B206950 B23115 B31809	B159763-0 B49527-0 B14057-0 B99802-0 B137737-0 B68508-0 B22169-0 B121429-0 B142784-0 B209133-0 B74705-0 B69024-0 B18372-0 B134445-0 B59532-0 B177402-0 B2549-0 B113292-0 B129084-0 B53384-0
7096	U7096	B128919 B165722 B186570 B209239	B42190-0 B21880-0 B7922-0 B92845-0 B197073-0 B150239-0 B59746-0 B166972-0 B19604-0 B121672-0 B37905-0 B167021-0 B117525-0 B208518-0 B2556-0 B110422-0 B82801-0 B113761-0 B4037-0 B117270-0
7097	U7097	B189648 B207282 B205455 B27030 B129703 B99288 B102892 B184931 B207254 B176897 B15485 B170914 B14295 B119441 B59405 B107060 B31196 B57639 B38607 B152959	B80198-0 B46033-0 B159766-0 B14033-0 B134654-0 B131820-0 B63427-0 B19621-0 B43865-0 B160705-1 B118972-0 B201043-0 B137192-0 B172765-0 B104584-0 B133641-0 B62534-0 B19661-0 B101742-0 B121706-0
7098	U7098	B76377 B31770 B117422 B121657	B163158-0 B109561-0 B138022-0 B83949-0 B18993-0 B114910-0 B88058-0 B177518-0 B122434-0 B59495-0 B74967-0 B193567-0 B48763-0 B20796-0 B66219-0 B9159-0 B112366-0 B9390-0 B100280-0 B191371-0
7099	U7099	B6364 B143020	B160173-0 B147822-0 B17778-0 B78175-0 B114711-0 B116302-0 B65480-0 B76592-0 B154077-0 B68396-0 B145703-0 B195014-0 B115148-0 B190155-0 B160448-0 B70481-0 B79123-0 B195328-0 B187436-0 B29701-0
7100	U7100	B107689 B185147 B173972	B2662-0 B101558-0 B6365-1 B171346-1 B99057-0 B98044-0 B26363-0 B41677-0 B49699-0 B122584-0 B100066-0 B22379-0 B193918-1 B7135-0 B7399-0 B161371-0 B96674-0 B113340-0 B82476-0 B31299-0
7101	U7101	B159032 B39078 B24460	B210086-0 B193618-0 B168508-0 B67400-0 B132564-0 B94812-0 B10633-0 B147248-0 B17251-0 B71775-0 B81244-0 B104308-0 B126126-0 B154325-0 B128618-0 B47283-0 B22912-0 B21704-0 B204609-0 B66538-0
7102	U7102	B128001 B168465 B131820	B29850-0 B143199-0 B64384-0 B77358-0 B102353-0 B22146-0 B143199-0 B61346-0 B166281-0 B13578-0 B145377-0 B154877-0 B126109-0 B207389-0 B112340-0 B43231-0 B140579-0 B43987-0 B98411-0 B97541-0
7103	U7103	B186391 B27705 B106762 B171684 B46956 B59794 B93819	B557-0 B31480-0 B69114-0 B118393-0 B170106-0 B170029-0 B167065-0 B71807-0 B24810-0 B183872-0 B81431-0 B72345-0 B14771-0 B154865-0 B45543-0 B2360-0 B22227-0 B95489-0 B169450-0 B64186-0
7104	U7104		
7105	U7105	B149177 B110068 B194138 B146605 B160393 B165802 B51598	B59858-0 B202658-0 B19584-0 B176951-0 B202731-0 B60761-0 B208491-0 B98956-0 B89638-0 B117391-1 B58339-0 B145979-0 B27899-0 B140503-1 B20089-0 B51505-0 B147394-0 B173147-0 B162380-0 B109347-0
7106	U7106	B95717 B10561 B6798 B16028	B64033-0 B79818-0 B29147-0 B6138-0 B35659-0 B47926-1 B22914-0 B75261-0 B103070-0 B55267-1 B73668-0 B38135-0 B62075-0 B176880-0 B212081-0 B68033-0 B172481-0 B123790-0 B134179-0 B149152-0
7107	U7107	B144597 B2017 B153947	B114983-0 B60646-0 B16028-0 B77358-0 B137999-0 B140672-0 B10937-0 B50190-0 B52751-0 B29935-0 B196149-0 B160335-0 B14157-0 B38727-0 B155855-0 B63185-0 B44584-0 B153795-0 B40356-0 B153663-0
7108	U7108	B195811 B83121 B25333 B120053 B91126 B160073 B91630	B18144-0 B41620-0 B160737-0 B128028-0 B153154-0 B106039-0 B132693-0 B45973-0 B120972-0 B170319-0 B210784-0 B199526-0 B82579-0 B160771-0 B102808-0 B33962-0 B12958-0 B95230-0 B1624-0 B88790-0
7109	U7109	B121207 B12847 B44402 B208571 B189497 B193807 B102680 B157157	B42004-0 B199154-0 B68435-0 B4930-0 B64285-0 B181061-0 B32826-0 B88469-0 B12945-0 B19568-0 B125287-0 B74381-0 B4418-0 B80429-0 B32325-0 B15239-0 B51804-0 B35298-0 B136841-0 B181220-0
7110	U7110	B179026 B120053 B115559	B15163-0 B161260-0 B55607-0 B22914-0 B100868-0 B15388-0 B101586-0 B183582-0 B78833-0 B40757-0 B11686-0 B153277-0 B74661-0 B176128-0 B142384-0 B81346-0 B99849-0 B161216-0 B162273-0 B30530-0
7111	U7111	B30384 B16890 B144055 B83834 B116393 B39176 B42994 B129231 B173618	B101862-0 B157817-0 B102059-0 B105122-0 B113036-0 B59047-0 B22958-0 B161037-0 B147782-0 B22694-0 B180796-0 B177774-0 B74802-0 B37689-0 B105747-0 B189007-0 B142123-0 B127619-0 B3564-0 B181272-0
7112	U7112	B34936 B68738 B125638	B88303-0 B78584-0 B40952-0 B179105-0 B190306-0 B122804-0 B77146-0 B7275-0 B50716-0 B39026-0 B40110-0 B136802-0 B78711-0 B165581-0 B1181-0 B55355-0 B19841-0 B15437-0 B117965-0 B115293-0
7113	U7113	B153970 B23516 B96575	B106372-0 B40455-0 B201356-0 B102049-0 B104772-0 B138944-0 B41581-0 B12225-0 B174748-0 B114583-0 B48652-0 B130623-0 B98888-0 B128439-0 B18567-0 B109873-0 B47101-0 B200285-0 B93537-0 B11661-0
7114	U7114	B170192 B154766 B161586	B176897-0 B172727-0 B201267-0 B48661-0 B21950-0 B4159-0 B152505-0 B177976-0 B22359-0 B176231-0 B91115-0 B18144-0 B120635-0 B129327-0 B94770-0 B171860-0 B8394-0 B74687-1 B35733-0 B95727-0
7115	U7115	B191371 B51477 B86006 B29567 B41215 B182536 B152582	B145806-0 B170914-0 B4774-0 B46181-0 B117824-0 B111293-0 B36411-0 B107843-0 B189282-0 B94750-0 B111552-0 B114250-0 B166301-0 B123320-0 B140927-0 B28402-0 B30588-0 B140627-0 B207527-0 B38059-0
7116	U7116	B103189 B133287 B210215 B133130 B77143 B129831	B107024-0 B201208-0 B69966-0 B40952-0 B188723-0 B150798-0 B34274-0 B31634-0 B76820-0 B103300-0 B128263-0 B156802-0 B205670-0 B111013-0 B30229-0 B28775-0 B22359-0 B187027-0 B198276-0 B167575-0
7117	U7117	B159653 B75401 B195764 B159430 B110098	B145806-0 B120253-0 B172084-0 B140759-0 B80120-0 B30852-0 B115741-0 B113596-0 B113292-0 B134283-0 B131810-0 B71192-0 B6204-0 B67265-0 B117577-0 B208762-0 B148961-0 B92610-0 B135590-0 B100229-0
7118	U7118	B50707 B60611 B11225	B160510-0 B11930-0 B169659-0 B196888-0 B166549-0 B67265-0 B49434-0 B43105-0 B67686-0 B120150-0 B77349-0 B35435-0 B139212-0 B162217-0 B57994-0 B151065-0 B120110-0 B212200-0 B181859-0 B135727-0
7119	U7119	B164108 B56 B125287 B44916 B112700	B52095-0 B194762-0 B201385-0 B104381-0 B100121-0 B119061-0 B156907-0 B41213-0 B120888-0 B147960-0 B90589-0 B178222-0 B13876-0 B150869-0 B150392-0 B147283-0 B68358-0 B196365-0 B113460-0 B15332-0
7120	U7120	B168465 B154948 B38009 B56256 B87803 B29497	B174693-0 B91126-0 B53153-0 B33036-0 B193031-0 B130915-0 B104709-0 B153908-0 B77839-0 B193618-0 B67832-0 B210406-0 B73210-0 B166439-0 B133445-0 B150304-0 B30588-0 B145286-0 B106295-0 B168612-0
7121	U7121	B149739 B88001 B56533	B193460-0 B36211-0 B44501-0 B179808-0 B193441-0 B203985-0 B183907-0 B88093-0 B185663-0 B20024-0 B2860-0 B55868-0 B164472-0 B49255-0 B155030-0 B131185-0 B185899-0 B85095-0 B18738-0 B48119-0
7122	U7122	B54855 B62534 B101942	B105328-0 B153986-0 B57086-0 B209625-0 B130467-0 B55314-0 B83156-0 B51187-0 B15190-0 B52219-0 B132350-0 B159796-0 B195082-1 B49845-0 B186661-0 B132636-0 B113399-0 B193441-0 B7862-0 B103521-0
7123	U7123	B23243 B41399 B156397	B166158-0 B161313-0 B134310-0 B160868-0 B100623-0 B183775-0 B80703-0 B109818-0 B170279-0 B183085-0 B145377-0 B35794-0 B128017-0 B105297-0 B132409-0 B108688-0 B55603-0 B154660-0 B191191-0 B22069-0
7124	U7124	B15532 B138034 B58584 B129498 B80117 B30407 B170935	B35469-0 B131495-0 B122782-0 B40063-0 B108698-0 B2721-0 B149914-0 B44399-0 B119417-0 B173939-0 B100912-0 B200541-0 B62559-0 B163787-0 B36711-0 B18567-0 B185051-0 B160007-0 B14851-0 B192024-0
7125	U7125	B88408 B163539 B155731 B13879 B113646 B42917 B146955	B11458-0 B151665-0 B180276-0 B31401-0 B4037-0 B94244-0 B35724-1 B125600-0 B208571-0 B13415-0 B95242-0 B97579-0 B58888-0 B157498-0 B46312-0 B98367-0 B177240-0 B101258-0 B88148-1 B136202-0
7126	U7126	B169810 B133641 B210306 B186848 B172727 B135621 B13328 B44727 B15396 B9110 B174803 B38792	B194238-0 B136589-0 B156799-0 B69858-0 B95048-0 B75915-0 B114315-0 B106244-0 B18777-0 B99157-0 B194079-0 B43026-1 B207389-0 B110580-0 B61611-0 B2151-0 B102078-0 B62237-0 B68684-0 B169744-0
7127	U7127	B84437 B2091 B40606	B59430-0 B141259-0 B63824-0 B9787-0 B18868-0 B7768-0 B44071-0 B19028-0 B38579-0 B19836-0 B36576-0 B190658-0 B100623-0 B9893-0 B74713-0 B52893-0 B202936-0 B92845-0 B210215-0 B199974-0
7128	U7128	B175268 B116324 B171346	B62358-0 B50073-0 B26591-0 B70890-0 B40279-0 B148954-0 B39358-0 B23119-0 B146793-0 B65506-0 B116380-0 B29411-0 B180622-0 B10856-0 B137070-0 B123589-0 B161857-0 B104024-0 B196925-0 B139663-0
7129	U7129	B153166 B124890 B70043 B121461	B133026-0 B119364-0 B209756-0 B150304-0 B206585-0 B52482-0 B195521-0 B158825-0 B90347-1 B60239-0 B136202-0 B29161-0 B186136-0 B31047-0 B27300-0 B115039-0 B192887-0 B117509-0 B71675-0 B138917-0
7130	U7130	B14141 B72960 B90999 B136170 B14674	B105696-0 B57086-0 B88790-0 B58114-0 B157690-0 B38009-0 B128162-0 B74683-0 B12847-0 B150916-0 B9409-0 B128028-0 B17883-0 B121149-0 B103455-0 B126728-0 B116536-0 B12945-1 B20340-0 B174676-0
7131	U7131		
7132	U7132	B139709 B101404	B40611-0 B124449-0 B29567-0 B185451-0 B130100-0 B177793-0 B42615-0 B102358-0 B115039-0 B65961-0 B44329-0 B170868-0 B59746-0 B153447-0 B138593-0 B192361-0 B159078-0 B58093-0 B88469-0 B62340-0
7133	U7133		
7134	U7134	B120329 B203181 B159438 B27873 B119723	B132001-0 B107480-0 B79791-0 B206237-0 B135186-0 B146537-0 B31632-0 B175151-0 B183416-0 B90241-0 B34258-0 B203252-0 B206031-0 B55503-0 B46317-0 B148307-0 B170319-0 B160236-0 B72792-0 B102119-0
7135	U7135	B173887 B9464 B149651 B59262 B4455 B124128 B147394 B57744 B361 B66767 B202964 B97832 B182182	B145253-0 B47926-0 B204087-0 B79309-0 B116949-0 B101856-0 B16755-0 B201510-0 B20813-0 B208780-0 B177587-0 B59746-0 B159780-0 B18802-0 B49425-0 B19621-0 B134843-0 B149739-0 B127446-0 B21517-0
7136	U7136	B186171 B85849 B29284	B44260-0 B140689-0 B163889-0 B30174-0 B34269-0 B95019-0 B171451-0 B101484-0 B137189-0 B68409-0 B174718-0 B74713-0 B157749-0 B124846-0 B62936-0 B20379-0 B41399-0 B161373-0 B174413-0 B208816-0
7137	U7137	B111830 B152765 B62936 B93244 B42801 B181983 B175840 B75225 B89079 B186258	B25381-0 B160844-0 B46221-0 B10559-0 B104333-0 B64701-0 B36926-0 B45674-0 B9791-0 B46497-0 B145316-0 B194132-0 B100121-0 B140975-0 B64751-0 B79165-0 B36687-0 B2351-0 B120110-0 B112213-0
7139	U7139	B157963 B7460 B109468 B108041 B97104 B102177 B27705 B11801 B9865	B40438-0 B171057-0 B188624-0 B14057-0 B171930-0 B30451-0 B113653-0 B181157-0 B115687-0 B171782-0 B175603-0 B111049-0 B16664-0 B67952-0 B131991-0 B169835-0 B18821-0 B32095-0 B42994-0 B133446-0
7140	U7140	B4945 B128329 B6798	B52409-0 B12780-0 B46974-0 B36180-0 B139661-0 B121015-0 B43577-0 B26363-0 B146242-0 B98107-0 B156754-0 B170394-0 B155748-0 B115613-0 B45241-0 B201749-0 B93204-0 B198896-0 B74435-0 B21387-0
7141	U7141	B169810 B36807 B150979	B23119-0 B142333-0 B154055-0 B174874-0 B104659-0 B188029-0 B31196-0 B142637-0 B186056-0 B192091-0 B195265-0 B208453-0 B35193-0 B45543-0 B177793-0 B56979-0 B30224-0 B20511-0 B69775-0 B165611-0
7142	U7142	B34569 B113022 B85703 B171174	B20803-0 B16054-0 B22958-0 B128993-0 B48760-0 B6168-0 B148287-0 B141673-0 B7715-1 B46344-0 B35117-0 B18784-0 B160493-0 B99040-0 B28807-0 B155387-0 B124393-0 B202843-0 B117237-0 B88770-0
7143	U7143	B144133 B24877 B78932 B92306 B54529 B203969 B114457	B97674-0 B138502-0 B185660-0 B73169-0 B7361-0 B56470-0 B58027-0 B30174-0 B7547-0 B6930-0 B62340-0 B54907-0 B172084-0 B73010-0 B145797-0 B48652-0 B46221-0 B48256-0 B36402-0 B76436-0
7144	U7144	B69392 B58757 B86241 B132630 B88408	B50247-0 B52153-0 B99695-0 B137745-0 B113253-0 B32884-1 B16307-0 B80325-0 B110068-0 B160672-0 B11968-0 B82536-0 B203068-0 B70281-0 B120367-0 B150636-0 B44330-0 B144856-0 B48819-0 B197986-0
7145	U7145	B4289 B166097 B11458	B121808-0 B164729-0 B12576-0 B48348-0 B108089-0 B185451-0 B6630-0 B94546-0 B190616-0 B128872-0 B101672-0 B203181-0 B39485-0 B212024-0 B2169-0 B204149-0 B48321-0 B108698-0 B46956-0 B58915-0
7146	U7146	B19604 B108041 B148944	B48034-0 B1753-0 B56280-0 B99708-0 B111760-0 B44329-0 B167874-0 B190349-0 B91654-0 B50339-0 B18784-0 B104831-0 B66058-0 B48181-0 B5975-0 B44187-0 B41467-0 B201173-0 B24228-0 B47980-0
7147	U7147		
7148	U7148	B142578 B12814 B22941 B142503	B106620-0 B63607-0 B153616-0 B114381-0 B192153-0 B97058-0 B131088-0 B20803-0 B8226-0 B88356-0 B132350-0 B147792-0 B57913-0 B171588-0 B144607-0 B182283-0 B172828-0 B76883-0 B11339-0 B79258-0
7149	U7149	B212192 B27125 B9653 B148783 B161190	B185762-0 B165174-0 B186383-0 B107213-0 B158979-0 B57211-0 B121265-0 B150093-0 B48261-0 B193341-0 B111121-0 B166674-0 B20212-0 B104808-0 B11844-0 B201208-0 B38541-0 B108614-0 B185825-0 B1654-0
7150	U7150	B101159 B119487	B132274-0 B102990-0 B35458-0 B114047-0 B113279-0 B13275-0 B2557-0 B10112-0 B36493-0 B145002-0 B152816-0 B19273-0 B166097-0 B52952-0 B187399-0 B1472-0 B168508-0 B100501-0 B161196-0 B46312-0
7151	U7151	B151065 B202585 B131082 B49677 B157927 B175710 B81422 B160101	B129135-0 B182022-0 B157291-0 B13807-0 B155101-0 B136949-0 B95242-0 B44275-0 B152505-0 B151244-0 B29005-0 B26871-0 B74193-0 B200503-0 B68250-0 B22751-0 B31043-0 B147172-0 B132049-0 B25380-0
7152	U7152	B3241 B181729 B204797 B39783 B35479 B43026 B186570 B185073 B15440	B8104-0 B12588-0 B19641-0 B1003-0 B86461-0 B60795-0 B146714-0 B24984-0 B46956-0 B97674-0 B39486-0 B163008-0 B118973-0 B16108-0 B12140-0 B42649-0 B77962-0 B112885-0 B189047-0 B196846-0
7153	U7153	B41399 B25875 B107598 B189832	B754-0 B76377-0 B86315-0 B202882-0 B10600-0 B148735-0 B194127-0 B187867-0 B59012-0 B49851-0 B69384-0 B69644-0 B72695-0 B11830-0 B127004-0 B879-0 B27185-0 B189427-0 B189283-0 B38688-0
7154	U7154	B47965 B187227 B154490	B5286-0 B66124-0 B68773-0 B193401-0 B108418-0 B152738-0 B131678-0 B31201-0 B26871-0 B189055-0 B170469-0 B141396-0 B137764-0 B59867-0 B47878-0 B5552-0 B72333-0 B152995-0 B69717-0 B200406-0
7155	U7155	B65105 B142481 B178111 B139987 B136071	B22908-0 B203041-0 B96623-0 B26955-0 B105281-0 B182249-0 B187352-0 B162933-0 B89530-0 B189007-0 B183337-0 B201910-0 B62528-0 B114522-0 B196714-0 B156156-0 B70066-0 B116642-0 B140748-0 B17111-0
7156	U7156	B15122 B192529 B12010 B52763	B186786-0 B133308-0 B160949-0 B57498-0 B123778-0 B198656-0 B125495-0 B117270-0 B38878-0 B117499-0 B127619-0 B17336-0 B137070-0 B195181-0 B97418-0 B116669-0 B136202-0 B61482-0 B212200-0 B173753-0
7157	U7157	B158554 B11694 B101702 B47525 B88408	B199467-0 B8019-0 B42499-0 B12010-0 B147944-0 B134205-0 B16054-0 B51776-0 B113594-0 B26409-0 B38509-0 B32095-0 B184955-0 B18738-0 B56794-0 B115895-0 B182249-0 B135524-0 B132778-0 B10626-0
7158	U7158	B48525 B117862 B156410 B167677 B208536 B1274 B109538	B120422-0 B35999-0 B49393-0 B2310-0 B8860-0 B121054-0 B41612-0 B191129-0 B39753-0 B54867-0 B174659-0 B879-0 B26409-0 B123906-0 B180483-0 B128439-0 B108187-0 B189829-0 B51016-0 B165989-0
7159	U7159	B145578 B74711 B125587 B29430	B126167-0 B71675-0 B55839-0 B52347-0 B129658-0 B58779-0 B129602-0 B19641-1 B196703-0 B33441-0 B193241-0 B144894-0 B154224-0 B131972-0 B162254-0 B120253-0 B127980-0 B38214-0 B199315-0 B87769-0
7160	U7160	B27792 B165199 B192887 B193674 B58322 B69153 B104441 B102892 B102968 B147792 B45413 B15241	B149651-0 B136529-0 B98687-0 B86985-0 B154317-0 B142784-0 B202810-0 B48348-1 B190616-0 B33314-0 B157540-0 B112054-0 B158554-1 B99621-0 B183530-0 B111068-0 B44486-0 B10266-0 B7354-0 B30860-0
7161	U7161	B98663 B55328 B185720 B88663 B32706	B165319-0 B138253-0 B161618-0 B150869-0 B188085-0 B77962-0 B195082-0 B105090-0 B30897-0 B71065-0 B190134-0 B177000-0 B88058-0 B89079-0 B170253-0 B211170-0 B48086-0 B173385-0 B198403-0 B13322-0
7162	U7162	B203525 B33764 B137737	B111118-0 B61029-0 B28565-0 B19378-0 B36237-0 B173681-0 B15241-0 B130729-0 B17043-0 B82913-0 B60948-0 B65047-0 B77177-0 B71381-0 B17189-0 B85570-0 B191527-0 B81310-0 B175396-0 B108146-0
7163	U7163	B183714 B169582 B145377 B130992	B24935-0 B113677-0 B98175-0 B85052-0 B60131-0 B110653-0 B35330-0 B7696-0 B37353-0 B9260-0 B156984-0 B155039-0 B102924-0 B100659-0 B104611-0 B87732-0 B12545-0 B148955-0 B140048-0 B129462-0
7164	U7164	B202547 B65715 B14300	B71502-0 B115259-0 B197377-0 B7185-0 B49171-0 B169698-0 B124182-0 B88052-0 B70094-0 B143013-0 B139866-1 B49246-0 B47876-0 B1784-0 B106454-0 B180496-0 B81756-0 B77839-0 B76851-0 B11458-0
7165	U7165	B22146 B185899 B202773 B22846 B210658 B140246 B129429 B190639 B163750	B45618-0 B40952-0 B151523-0 B134884-0 B197064-0 B136789-0 B105168-0 B75866-0 B196925-0 B29295-0 B140503-0 B67635-0 B156156-1 B8854-0 B46080-0 B181251-0 B97886-0 B153750-0 B139801-0 B205625-0
7166	U7166	B163787	B30644-0 B166119-0 B73870-0 B44294-0 B65631-0 B121426-0 B184347-0 B101577-0 B49845-0 B173693-0 B60454-0 B190727-0 B10107-0 B160662-0 B156414-0 B13748-0 B38515-0 B156030-0 B17201-0 B109873-0
7167	U7167	B99040 B41641 B148955	B116908-0 B68852-0 B49440-0 B142993-0 B131334-0 B205419-0 B68358-0 B87211-0 B196703-0 B75709-0 B145279-0 B156478-0 B41070-0 B24824-0 B112067-0 B122571-0 B133110-0 B6798-0 B148353-0 B198194-0
7168	U7168	B97545 B148052 B41395	B79818-0 B139709-0 B43032-0 B198276-0 B47097-0 B37689-0 B74443-0 B176758-0 B57484-0 B163539-0 B83888-0 B102107-0 B13564-0 B72906-0 B142227-0 B19398-0 B19195-0 B186289-0 B132118-0 B203178-0
7169	U7169	B69858 B71178 B203766 B153219 B191201	B169397-0 B103146-0 B127004-0 B507-0 B159362-0 B161387-0 B120110-0 B143310-0 B191279-0 B49062-0 B161483-0 B170914-0 B116908-0 B186648-0 B128129-0 B117615-0 B212075-0 B63133-0 B187818-0 B50716-0
7170	U7170	B86940 B185392 B136949	B34948-0 B171746-0 B42476-0 B95623-0 B41590-0 B149586-0 B64506-0 B183085-0 B101558-0 B199338-0 B7052-0 B64780-0 B50267-0 B70675-0 B95876-0 B41215-0 B198789-0 B36287-0 B174367-0 B165319-0
7171	U7171	B143419 B188531 B4037 B114711	B50460-0 B79258-0 B75775-0 B62503-0 B86936-0 B156962-0 B16298-0 B82851-0 B113167-0 B86315-0 B188282-0 B210493-0 B129493-0 B35831-0 B123234-0 B54489-0 B111442-0 B139518-0 B129528-0 B69126-0
7172	U7172	B14771 B114711 B1306	B166269-0 B120582-0 B2574-0 B201137-0 B18517-0 B56075-0 B31789-0 B15421-0 B167969-0 B123429-0 B71807-0 B161373-0 B24081-0 B25561-0 B129176-0 B153750-0 B130700-0 B94812-0 B57732-0 B109487-0
7173	U7173	B510 B81881 B53305	B149177-0 B167241-0 B97674-0 B168113-0 B99602-0 B145788-0 B102046-0 B35667-0 B171067-0 B74692-0 B72082-0 B17801-0 B135931-0 B45376-0 B164903-0 B47768-0 B198703-0 B36420-0 B164476-0 B174418-0
7174	U7174	B130272 B154188 B112494 B38009 B143694 B106612 B46298	B196747-0 B59253-0 B75681-0 B28812-0 B46936-0 B211627-0 B180130-0 B201385-0 B148398-0 B16904-0 B32327-0 B36402-0 B166796-0 B108612-1 B100937-0 B71714-0 B49154-0 B42790-0 B169750-0 B178178-0
7175	U7175	B38607 B37856 B152738 B183671 B11991 B65630 B189829 B91349 B35802 B40110	B53633-0 B166842-0 B13275-0 B202264-0 B189142-0 B193039-0 B54228-0 B62325-0 B33063-0 B80304-0 B134821-0 B102177-0 B62825-0 B2091-0 B9110-0 B3213-0 B55549-0 B32327-0 B209796-0 B152514-0
7176	U7176	B210619 B5518 B2740	B52210-0 B166745-0 B140564-0 B9852-0 B156156-0 B119428-0 B142379-0 B61571-0 B143692-0 B63257-0 B37858-0 B161456-0 B41215-0 B181683-0 B49599-0 B149131-0 B146803-0 B91349-0 B106295-0 B60509-0
7177	U7177	B195315 B117530	B126056-0 B25622-0 B200346-0 B62503-0 B164404-0 B51187-0 B150400-0 B22908-0 B50716-0 B134636-0 B18394-0 B157870-0 B55844-0 B146570-0 B166809-0 B18006-0 B68738-0 B36171-0 B48763-0 B209108-0
7178	U7178	B65821 B6718 B52835 B112187 B164472	B145761-0 B78697-0 B27899-0 B95135-0 B200693-0 B38178-0 B24567-0 B91908-0 B146894-0 B86083-0 B65808-0 B77230-0 B169099-0 B143199-0 B79791-0 B41896-0 B142481-0 B164729-0 B27833-0 B164370-0
7179	U7179	B121311 B75313 B183416 B160073	B196365-0 B181157-0 B60611-0 B117391-0 B73010-0 B3113-0 B52082-0 B150480-1 B52838-0 B114457-0 B44402-0 B13894-0 B176128-0 B156564-0 B109161-0 B40063-0 B145207-0 B187818-0 B19195-0 B39767-0
7180	U7180	B165490 B164160 B154277	B66655-0 B184060-0 B61126-0 B48977-0 B174532-0 B66120-0 B142412-0 B24567-0 B191446-0 B105225-0 B126925-0 B137935-0 B43667-0 B201267-0 B136013-0 B129005-0 B21742-0 B15900-0 B87498-0 B191732-0
7181	U7181	B125769 B111529 B185051 B101071	B8552-0 B155748-0 B210742-0 B134283-0 B202658-0 B147951-0 B12588-0 B32011-0 B31196-1 B131281-0 B23048-0 B193124-0 B163586-0 B49457-0 B178178-0 B69143-0 B10873-0 B113726-0 B40040-0 B196962-0
7182	U7182	B183264 B7547 B44584 B28445 B185024 B39428 B164926 B189089 B83888	B15421-0 B68396-0 B130309-0 B173200-0 B156156-0 B16129-0 B177402-0 B38488-0 B117391-0 B133910-0 B77962-0 B149319-0 B101243-0 B135983-0 B147951-0 B112268-0 B48141-0 B49665-0 B185912-0 B184931-0
7183	U7183		
7184	U7184	B155201 B194467 B86943 B30840	B116447-0 B39424-0 B167603-0 B102078-0 B75225-0 B26409-0 B97617-0 B14966-0 B114225-0 B123324-0 B19195-0 B12732-0 B9108-0 B39181-0 B43082-0 B44252-0 B135996-1 B155822-0 B138393-0 B90206-0
7185	U7185	B174410 B11801 B63591 B5445 B48787	B118172-0 B55508-0 B32215-0 B18647-0 B144873-0 B59479-0 B196787-0 B22317-1 B1784-0 B33030-0 B26409-0 B41395-0 B150539-0 B192598-0 B153845-0 B132263-0 B103814-0 B46846-0 B186360-0 B144285-0
7186	U7186	B83966 B71031 B79258	B66711-0 B121333-0 B167065-0 B78736-0 B58873-0 B129000-0 B86901-0 B201176-0 B109122-0 B128017-0 B86441-0 B2721-0 B23806-0 B10920-0 B66877-0 B11025-0 B196329-0 B30530-0 B133249-0 B196211-0
7187	U7187	B155162 B50377 B17983 B58918	B189536-0 B93152-0 B28419-0 B175091-0 B149914-0 B47926-0 B205725-0 B10107-0 B180399-0 B48256-0 B46497-0 B45376-1 B195442-0 B193441-0 B76851-0 B37858-0 B4344-0 B16672-0 B113072-0 B192474-0
7188	U7188	B144302 B115209 B81580 B100700 B39976 B84974 B24400 B136884 B169151 B16184	B185451-0 B180059-0 B162823-0 B107022-0 B88229-0 B90942-0 B163709-0 B138548-0 B11332-0 B162937-0 B8646-0 B27303-0 B64164-0 B40341-0 B161199-0 B28598-0 B137764-0 B211953-0 B55341-0 B153034-0
7189	U7189	B116263 B162933 B28684	B194712-0 B154304-0 B17442-0 B166097-0 B162022-0 B100897-0 B69858-0 B194047-0 B17336-0 B193368-0 B8019-0 B60063-0 B192766-0 B193334-0 B60795-0 B36687-0 B48819-0 B36655-0 B27207-0 B11162-0
7190	U7190	B111508 B33742 B96886 B50542 B191777	B58626-0 B142379-0 B153611-0 B36237-1 B168256-0 B34537-0 B114412-0 B134298-0 B87221-0 B134997-0 B141100-0 B99869-0 B30472-0 B35659-0 B62746-0 B210405-0 B181729-0 B32508-0 B30671-0 B122060-0
7191	U7191	B41215 B202773 B98606	B95144-0 B57744-0 B152527-0 B183476-0 B142487-0 B28089-0 B180796-0 B10634-0 B141091-0 B58704-0 B143550-0 B199718-0 B135119-0 B120153-0 B3985-0 B17919-0 B73428-0 B101626-0 B1967-0 B3130-0
7193	U7193		
7194	U7194	B19064 B84362 B178111	B146603-0 B110950-0 B29485-0 B17676-0 B25333-0 B188276-0 B86019-1 B48340-0 B49646-0 B126900-1 B104805-0 B46497-0 B170746-0 B177001-0 B142832-0 B96997-1 B200285-0 B38882-0 B62529-0 B83236-0
7195	U7195	B153361 B144856 B134581	B133509-0 B93916-1 B170174-0 B104838-0 B139518-0 B85138-0 B128263-0 B3208-0 B88303-0 B179292-0 B21619-0 B140177-1 B20511-0 B100954-0 B73052-0 B42004-0 B140243-0 B13721-1 B171863-0 B198706-0
